区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,天利园 ,58.85平米,,380,64571,房本满五年,简装,地下室(共16层),2003年建,天利园,,-
东城,新怡家园 ,140.3平米,南 ,1450,103350,房本满五年,精装,低楼层(共15层),2006年建,新怡家园,,-
东城,建国门北大街5号 ,86.71平米,,510,58817,房本满五年,精装,低楼层(共24层),2008年建,建国门北大街5号,,-
东城,国瑞城中区 ,81.47平米,东,920,112926,,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,阳光都市 ,107.44平米,西,1200,111691,,简装,低楼层(共25层),2000年建,阳光都市,,-
东城,东直门南大街 ,48.02平米,西,460,95794,,精装,低楼层(共18层),1990年建,东直门南大街,,-
东城,金鱼池西区 ,39.94平米,,275,68854,,简装,地下室(共7层),2002年建,金鱼池西区,,-
东城,甘水桥 ,79.76平米,东 ,735,92152,,简装,中楼层(共14层),1988年建,甘水桥,,-
东城,中海紫御公馆 ,89.98平米,南 ,1040,115582,,精装,低楼层(共23层),2010年建,中海紫御公馆,,-
东城,凯景铭座 ,137.93平米,东,1075,77939,,精装,低楼层(共19层),2001年建,凯景铭座,,-
东城,朝阳门北小街 ,80.17平米,东 ,850,106025,,精装,高楼层(共6层),2003年建,朝阳门北小街,,-
东城,安定路 ,80.54平米,东 西 ,768,95357,,精装,低楼层(共20层),1993年建,安定路,,-
东城,东方财富 ,45.29平米,,440,97152,,精装,低楼层(共15层),2006年建,东方财富,,-
东城,东花市北里中区 ,47.72平米,,455,95348,房本满五年,精装,低楼层(共6层),1990年建,东花市北里中区,,-
东城,华龙美晟 ,43.78平米,,450,102787,房本满五年,精装,中楼层(共12层),2009年建,华龙美晟,,-
东城,朝阳门南小街 ,69.3平米,,820,118327,房本满五年,简装,高楼层(共14层),2004年建,朝阳门南小街,,-
东城,幸福家园三期 ,130.01平米,,950,73072,房本满五年,简装,低楼层(共12层),2005年建,幸福家园三期,,-
东城,新裕家园 ,102.06平米,南 ,1020,99942,房本满五年,简装,中楼层(共17层),2004年建,新裕家园,,-
东城,华世隆国际公寓 ,227.81平米,,1150,50481,房本满五年,精装,顶层(共8层),2001年建,华世隆国际公寓,,-
东城,幸福家园二期 ,65.48平米,,770,117594,房本满五年,精装,高楼层(共13层),2003年建,幸福家园二期,,-
东城,兴隆都市馨园 ,46.66平米,,498,106730,房本满五年,其他,中楼层(共7层),2004年建,兴隆都市馨园,,-
东城,三秀涵雅 ,73.32平米,,700,95472,房本满五年,精装,高楼层(共18层),2000年建,三秀涵雅,,-
东城,北新桥头条 ,54.63平米,东 ,630,115322,房本满五年,简装,高楼层(共6层),1984年建,北新桥头条,,-
东城,新景家园西区 ,61.62平米,东,620,100617,房本满五年,精装,中楼层(共17层),2004年建,新景家园西区,,-
东城,安德里北街25号院 ,50.57平米,,567,112122,房本满五年,简装,底层(共17层),1988年建,安德里北街25号院,,-
东城,中绦胡同甲2号院 ,51.15平米,,530,103617,房本满五年,精装,底层(共6层),1985年建,中绦胡同甲2号院,,-
东城,天坛东里南区 ,69.15平米,南 西 ,520,75199,房本满五年,简装,顶层(共12层),1980年建,天坛东里南区,,-
东城,海运仓小区 ,47.95平米,,610,127216,房本满五年,精装,低楼层(共6层),2002年建,海运仓小区,,-
东城,东方银座 ,79.8平米,,690,86467,房本满五年,简装,中楼层(共25层),2003年建,东方银座,,-
东城,安化南里 ,60.87平米,东,545,89536,房本满五年,简装,中楼层(共16层),2007年建,安化南里,,-
东城,领行国际 ,62.22平米,,460,73932,房本满五年,精装,中楼层(共21层),2005年建,领行国际,,-
东城,水上华城 ,83.62平米,,820,98063,房本满五年,精装,低楼层(共24层),2008年建,水上华城,,-
东城,和平里五区 ,40.57平米,东,500,123244,房本满五年,精装,高楼层(共6层),1996年建,和平里五区,,-
东城,智德北巷 ,78.97平米,南 ,980,124098,房本满五年,简装,中楼层(共6层),1985年建,智德北巷,,-
东城,西革新里112号院 ,106.21平米,,645,60729,房本满五年,简装,中楼层(共19层),2001年建,西革新里112号院,,-
东城,海晟名苑南区 ,305.54平米,东 南 西 ,4000,130916,房本满五年,简装,顶层(共22层),2003年建,海晟名苑南区,,-
东城,黄寺大街2号院 ,59.81平米,南 ,535,89450,房本满五年,简装,顶层(共6层),1990年建,黄寺大街2号院,,-
东城,营房西街 ,57.91平米,东,522,90140,房本满五年,简装,高楼层(共6层),1990年建,营房西街,,-
东城,崇文门西大街 ,50.35平米,,500,99305,房本满五年,其他,高楼层(共13层),1979年建,崇文门西大街,,-
东城,万国城MOMA ,304.08平米,东 南 ,3149,103559,房本满五年,精装,低楼层(共26层),2005年建,万国城MOMA,,-
东城,新中西里 ,61.24平米,,440,71849,房本满五年,简装,地下室(共5层),1985年建,新中西里,,-
东城,富贵园一区 ,231.03平米,南 ,2180,94361,,精装,高楼层(共9层),2003年建,富贵园一区,,-
东城,抽屉胡同 ,54.99平米,东,460,83652,,简装,高楼层(共7层),1980年建,抽屉胡同,,-
东城,远洋德邑 ,72.34平米,,670,92619,房本满五年,简装,高楼层(共22层),2002年建,远洋德邑,,-
东城,安外大街 ,81.73平米,东 西 ,768,93968,房本满五年,精装,中楼层(共16层),1994年建,安外大街,,-
东城,金鱼池西区 ,143.79平米,南 ,1230,85542,房本满五年,简装,中楼层(共7层),2003年建,金鱼池西区,,-
东城,新景家园东区 ,41.38平米,,510,123248,房本满五年,精装,高楼层(共15层),2008年建,新景家园东区,,-
东城,东花市北里中区 ,158.77平米,南 ,1250,78731,房本满五年,精装,顶层(共6层),1994年建,东花市北里中区,,-
东城,新景家园东区 ,66.87平米,东 ,660,98699,房本满五年,精装,高楼层(共15层),2008年建,新景家园东区,,-
东城,冠城名敦道 ,60.99平米,,520,85260,房本满五年,精装,低楼层(共23层),2009年建,冠城名敦道,,-
东城,金桥国际 ,89.49平米,,778,86938,房本满五年,简装,低楼层(共21层),2004年建,金桥国际,,-
东城,民安小区东扬威街 ,74.62平米,南 ,770,103190,房本满五年,精装,高楼层(共12层),2002年建,民安小区东扬威街,,-
东城,安德路47号院 ,36.7平米,,460,125341,房本满五年,简装,低楼层(共6层),1990年建,安德路47号院,,-
东城,瑞士公寓 ,95.61平米,东,900,94133,房本满五年,精装,中楼层(共16层),2007年建,瑞士公寓,,-
东城,青年湖南里 ,59.21平米,东,660,111468,房本满五年,简装,高楼层(共12层),1990年建,青年湖南里,,-
东城,金鱼池东区 ,65.92平米,南 ,360,54612,房本满五年,简装,地下室(共7层),2002年建,金鱼池东区,,-
东城,冠城名敦道 ,61.7平米,西,528,85576,房本满五年,精装,中楼层(共23层),2009年建,冠城名敦道,,-
东城,太华公寓 ,112.97平米,西,850,75242,房本满五年,简装,高楼层(共18层),2000年建,太华公寓,,-
东城,金桥国际 ,89.49平米,,910,101688,房本满五年,精装,高楼层(共27层),2004年建,金桥国际,,-
东城,富贵园二区 ,81.67平米,西,660,80814,房本满五年,精装,低楼层(共18层),2003年建,富贵园二区,,-
东城,国瑞城西区 ,66.87平米,,600,89727,房本满五年,精装,中楼层(共16层),2008年建,国瑞城西区,,-
东城,美惠大厦 ,95.15平米,,628,66002,房本满五年,其他,中楼层(共15层),1998年建,美惠大厦,,-
东城,国瑞城西区 ,66.07平米,,590,89300,房本满五年,精装,中楼层(共16层),2009年建,国瑞城西区,,-
东城,太华公寓 ,260平米,,1820,70000,房本满五年,精装,顶层(共18层),2000年建,太华公寓,,-
东城,东方银座 ,113.17平米,东,900,79527,房本满五年,精装,低楼层(共25层),2003年建,东方银座,,-
东城,瑞士公寓 ,104.18平米,西,1098,105395,房本满五年,精装,高楼层(共16层),2007年建,瑞士公寓,,-
东城,朝阳门南小街 ,82.03平米,西 ,880,107278,房本满五年,其他,高楼层(共16层),2004年建,朝阳门南小街,,-
东城,富贵园三区 ,82.24平米,西,695,84509,,简装,高楼层(共18层),2002年建,富贵园三区,,-
东城,海晟名苑北区 ,64.67平米,,660,102057,,精装,22层,2007年建,海晟名苑北区,,-
东城,国瑞城东区 ,75.45平米,西,688,91187,,简装,高楼层(共16层),2006年建,国瑞城东区,,-
东城,金桥国际 ,122.12平米,,860,70423,,精装,低楼层(共19层),2004年建,金桥国际,,-
东城,左安溪园 ,258.1平米,南 ,2500,96862,,精装,高楼层(共16层),2007年建,左安溪园,,-
东城,东四块玉南街4号院 ,146.89平米,南 ,1525,103820,,精装,底层(共9层),2002年建,东四块玉南街4号院,,-
东城,金鱼池中区 ,141.82平米,东 ,916,64589,房本满五年,简装,高楼层(共7层),2002年建,金鱼池中区,,-
东城,花市枣苑二期 ,55.04平米,,573,104107,房本满五年,简装,中楼层(共19层),2004年建,花市枣苑二期,,-
东城,金世纪嘉园 ,103.65平米,南 ,880,84902,房本满五年,精装,底层(共21层),2004年建,金世纪嘉园,,-
东城,东直门北大街 ,61.39平米,,560,91221,房本满五年,精装,中楼层(共14层),1990年建,东直门北大街,,-
东城,花市枣苑一期 ,199.48平米,东,1100,55144,房本满五年,毛坯,底层(共18层),2001年建,花市枣苑一期,,-
东城,美术馆东街 ,41.45平米,,520,125453,房本满五年,简装,高楼层(共6层),1985年建,美术馆东街,,-
东城,安德路55号院 ,70.21平米,东 ,585,83322,房本满五年,简装,顶层(共6层),1985年建,安德路55号院,,-
东城,东方财富 ,51.61平米,,465,90099,房本满五年,简装,低楼层(共15层),2006年建,东方财富,,-
东城,湖景苑 ,156.75平米,东 ,1400,89315,房本满五年,简装,低楼层(共8层),1999年建,湖景苑,,-
东城,建予园 ,134.03平米,,800,59689,房本满五年,简装,高楼层(共16层),1999年建,建予园,,-
东城,幸福家园一期 ,86.37平米,,795,92046,房本满五年,简装,低楼层(共18层),2002年建,幸福家园一期,,-
东城,建国门南大街 ,70.2平米,东 ,740,105414,房本满五年,精装,低楼层(共14层),1989年建,建国门南大街,,-
东城,东皇城根南街 ,52.96平米,东 ,630,118958,房本满五年,精装,中楼层(共6层),1987年建,东皇城根南街,,-
东城,交林 ,58.15平米,东 ,618,106277,房本满五年,精装,顶层(共6层),1992年建,交林,,-
东城,东直门内北小街16号 ,96.97平米,东 ,869,89616,房本满五年,简装,中楼层(共10层),2003年建,东直门内北小街16号,,-
东城,金桥国际 ,63.35平米,,550,86820,房本满五年,精装,中楼层(共27层),2004年建,金桥国际,,-
东城,金鱼池西区 ,159.28平米,东,970,60900,房本满五年,简装,底层(共5层),2003年建,金鱼池西区,,-
东城,中轴国际 ,452.8平米,南 西,4972,109806,房本满五年,精装,高楼层(共21层),2008年建,中轴国际,,-
东城,中海紫御公馆 ,281.35平米,南 ,3360,119425,房本满五年,精装,低楼层(共22层),2010年建,中海紫御公馆,,-
东城,国瑞城中区 ,329.93平米,南 ,3300,100022,房本满五年,精装,顶层(共15层),2006年建,国瑞城中区,,-
东城,新景家园东区 ,27.38平米,,415,151571,房本满五年,简装,中楼层(共15层),2008年建,新景家园东区,,-
东城,兴隆都市馨园 ,93.73平米,南 ,855,91220,房本满五年,简装,高楼层(共7层),2003年建,兴隆都市馨园,,-
东城,京城仁合 ,123.49平米,东 ,1000,80979,房本满五年,精装,低楼层(共16层),2004年建,京城仁合,,-
东城,中海紫御公馆 ,282.28平米,南 ,2950,104507,房本满五年,精装,低楼层(共22层),2010年建,中海紫御公馆,,-
东城,领行国际 ,123.44平米,南 ,888,71938,,毛坯,中楼层(共21层),2005年建,领行国际,,-
东城,领行国际 ,106.08平米,,785,74001,,毛坯,中楼层(共21层),2005年建,领行国际,,-
东城,永定门东街东里 ,52.69平米,,432,81989,,简装,底层(共6层),1976年建,永定门东街东里,,-
东城,雅安国际公寓 ,73.28平米,西,800,109171,,精装,高楼层(共19层),2005年建,雅安国际公寓,,-
东城,新鲜胡同 ,48.07平米,,545,113377,,精装,中楼层(共5层),1990年建,新鲜胡同,,-
东城,安圣苑 ,200.32平米,东,1830,91354,,简装,低楼层(共20层),1999年建,安圣苑,,-
东城,左安溪园 ,147.53平米,东,1445,97947,房本满五年,精装,高楼层(共16层),2007年建,左安溪园,,-
东城,幸福北里 ,62.16平米,南 ,569,91538,房本满五年,简装,中楼层(共6层),1986年建,幸福北里,,-
东城,德华里 ,204.4平米,东 南 西 ,3065,149952,房本满五年,简装,底层(共1层),1980年建,德华里,,-
东城,安定路 ,73.09平米,西,700,95773,房本满五年,简装,低楼层(共18层),1996年建,安定路,,-
东城,京宝花园 ,162.24平米,东 ,1118,68911,房本满五年,简装,中楼层(共12层),1994年建,京宝花园,,-
东城,法华南里 ,167.29平米,南 ,1320,78905,房本满五年,简装,中楼层(共6层),1996年建,法华南里,,-
东城,京城仁合 ,101.64平米,南 ,780,76742,房本满五年,简装,底层(共16层),2004年建,京城仁合,,-
东城,东四块玉南街30号院 ,58.08平米,南 ,458,78857,房本满五年,其他,高楼层(共6层),1980年建,东四块玉南街30号院,,-
东城,灯市口西街 ,77.1平米,东 ,640,83010,房本满五年,简装,底层(共6层),1989年建,灯市口西街,,-
东城,东花市北里中区 ,157.36平米,南 ,1385,88015,房本满五年,精装,顶层(共6层),1995年建,东花市北里中区,,-
东城,长青园 ,57.73平米,南 ,486,84185,房本满五年,精装,顶层(共6层),1988年建,长青园,,-
东城,安德路55号院 ,41.11平米,,450,109463,房本满五年,简装,顶层(共7层),1986年建,安德路55号院,,-
东城,海运仓小区 ,77.22平米,南 ,950,123026,房本满五年,精装,高楼层(共6层),2002年建,海运仓小区,,-
东城,新世界家园 ,248.29平米,南 ,3500,140965,房本满五年,精装,顶层(共7层),2001年建,新世界家园,,-
东城,东皇城根南街 ,80.08平米,东 ,850,106144,房本满五年,简装,顶层(共6层),1987年建,东皇城根南街,,-
东城,金鱼池西区 ,99.37平米,南 ,810,81514,房本满五年,简装,高楼层(共7层),2002年建,金鱼池西区,,-
东城,凯景铭座 ,137.39平米,西,1190,86615,房本满五年,精装,高楼层(共19层),2001年建,凯景铭座,,-
东城,太华公寓 ,318.5平米,东,1930,60597,房本满五年,精装,顶层(共18层),2000年建,太华公寓,,-
东城,崇文门东大街 ,57.15平米,,599,104812,房本满五年,精装,高楼层(共12层),1980年建,崇文门东大街,,-
东城,文津世家 ,160.47平米,南 ,1850,115287,房本满五年,精装,高楼层(共7层),2005年建,文津世家,,-
东城,南门仓胡同 ,118.04平米,南 ,1200,101661,房本满五年,简装,顶层(共6层),2003年建,南门仓胡同,,-
东城,青年湖北里 ,78.48平米,东,760,96840,房本满五年,简装,顶层(共18层),1999年建,青年湖北里,,-
东城,东直门内北小街16号 ,90.38平米,东 ,820,90729,房本满五年,精装,低楼层(共10层),2003年建,东直门内北小街16号,,-
东城,海晟名苑北区 ,74.62平米,,769,103056,,精装,22层,2007年建,海晟名苑北区,,-
东城,海运仓小区 ,81.71平米,南 ,1030,126056,,简装,中楼层(共7层),2002年建,海运仓小区,,-
东城,保利蔷薇 ,57.01平米,,600,105245,,精装,低楼层(共16层),2007年建,保利蔷薇,,-
东城,瑞士公寓 ,94.35平米,,946,100265,,精装,低楼层(共16层),2007年建,瑞士公寓,,-
东城,十字坡东里 ,56.45平米,南 ,520,92117,,其他,底层(共5层),1986年建,十字坡东里,,-
东城,十字坡东里 ,58.93平米,南 ,505,85695,,其他,顶层(共5层),1986年建,十字坡东里,,-
东城,民安小区东直门北中街 ,110.75平米,东 ,1120,101129,,其他,顶层(共6层),2002年建,民安小区东直门北中街,,-
东城,东方银座 ,113.17平米,西,870,76876,房本满五年,简装,高楼层(共25层),2003年建,东方银座,,-
东城,安化南里 ,86.6平米,西 ,790,91225,房本满五年,精装,底层(共16层),2007年建,安化南里,,-
东城,朝阳门南小街 ,57.64平米,,590,102360,房本满五年,精装,中楼层(共9层),2004年建,朝阳门南小街,,-
东城,中景濠庭 ,161平米,南 ,1700,105591,房本满五年,精装,高楼层(共22层),2001年建,中景濠庭,,-
东城,京城仁合 ,122.86平米,东 南 ,950,77324,房本满五年,精装,中楼层(共16层),2004年建,京城仁合,,-
东城,冠城名敦道 ,79.39平米,,480,60462,房本满五年,精装,23层,2010年建,冠城名敦道,,-
东城,新景家园东区 ,65.5平米,东 ,680,103817,房本满五年,精装,低楼层(共15层),2008年建,新景家园东区,,-
东城,国瑞城中区 ,57.06平米,,570,99895,房本满五年,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,青年湖北里 ,78.48平米,东,738,94037,房本满五年,简装,中楼层(共18层),1999年建,青年湖北里,,-
东城,新世界中心 ,51.7平米,,370,71567,房本满五年,简装,高楼层(共16层),1995年建,新世界中心,,-
东城,绿景苑 ,53.04平米,,540,101810,房本满五年,精装,低楼层(共18层),2002年建,绿景苑,,-
东城,花市枣苑一期 ,141.93平米,东,1420,100050,房本满五年,精装,高楼层(共18层),2002年建,花市枣苑一期,,-
东城,金世纪嘉园 ,77.95平米,西 ,620,79539,房本满五年,精装,高楼层(共21层),2006年建,金世纪嘉园,,-
东城,新永外文化用品商城 ,80.34平米,南 ,550,68460,房本满五年,精装,高楼层(共16层),2006年建,新永外文化用品商城,,-
东城,南弓匠营胡同 ,77.93平米,东 ,860,110356,房本满五年,精装,高楼层(共6层),2003年建,南弓匠营胡同,,-
东城,东环居苑 ,56.99平米,,560,98263,房本满五年,精装,低楼层(共18层),2004年建,东环居苑,,-
东城,官书院 ,124.29平米,东 ,1560,125513,房本满五年,精装,中楼层(共6层),1998年建,官书院,,-
东城,和平里东街9号院 ,76.84平米,,850,110620,房本满五年,其他,高楼层(共16层),2000年建,和平里东街9号院,,-
东城,灯市口大街 ,62.53平米,东 南 ,770,123141,房本满五年,简装,中楼层(共6层),1988年建,灯市口大街,,-
东城,国瑞城东区 ,58.28平米,东 ,595,102094,房本满五年,精装,中楼层(共8层),2006年建,国瑞城东区,,-
东城,海运仓胡同3号院 ,106.56平米,东南 ,950,89152,房本满五年,简装,顶层(共16层),1986年建,海运仓胡同3号院,,-
东城,新奥洋房 ,99平米,南 ,800,80809,,简装,底层(共11层),2005年建,新奥洋房,,-
东城,豆瓣胡同 ,71.52平米,东 ,950,132830,,简装,高楼层(共10层),2003年建,豆瓣胡同,,-
东城,东花市北里中区 ,67.65平米,东 ,555,82040,,简装,中楼层(共6层),1990年建,东花市北里中区,,-
东城,法华南里 ,47.56平米,,430,90413,,简装,中楼层(共6层),1994年建,法华南里,,-
东城,幸福北里 ,45.82平米,,410,89481,,其他,顶层(共6层),1983年建,幸福北里,,-
东城,永铁苑 ,119.17平米,东,880,73845,,简装,低楼层(共22层),2000年建,永铁苑,,-
东城,望陶园小区 ,93.9平米,,700,74548,,精装,中楼层(共18层),2001年建,望陶园小区,,-
东城,青年湖东里 ,78.75平米,南 ,790,100318,,简装,底层(共18层),1988年建,青年湖东里,,-
东城,兴隆都市馨园 ,94.71平米,南 ,839,88587,,精装,高楼层(共7层),2003年建,兴隆都市馨园,,-
东城,兴隆都市馨园 ,29.19平米,,370,126756,房本满五年,精装,高楼层(共7层),2004年建,兴隆都市馨园,,-
东城,国瑞城中区 ,56.58平米,,606,107105,房本满五年,其他,中楼层(共16层),2006年建,国瑞城中区,,-
东城,新景家园东区 ,91.54平米,东 ,1060,115797,房本满五年,其他,中楼层(共18层),2005年建,新景家园东区,,-
东城,土儿胡同 ,66.93平米,南 ,850,126999,房本满五年,其他,中楼层(共6层),2003年建,土儿胡同,,-
东城,安德路47号院 ,57.9平米,南 ,530,91538,房本满五年,简装,顶层(共6层),1990年建,安德路47号院,,-
东城,新世界中心 ,152.36平米,,770,50539,房本满五年,简装,中楼层(共16层),1995年建,新世界中心,,-
东城,西总布胡同 ,71.13平米,南 ,750,105441,房本满五年,简装,底层(共6层),1997年建,西总布胡同,,-
东城,东花市北里西区 ,76.85平米,东,695,90436,房本满五年,简装,低楼层(共6层),1995年建,东花市北里西区,,-
东城,民旺园 ,70.71平米,东 ,670,94754,房本满五年,精装,高楼层(共6层),1990年建,民旺园,,-
东城,绿景馨园 ,53.52平米,南 ,540,100897,房本满五年,精装,顶层(共6层),2004年建,绿景馨园,,-
东城,春秀路 ,54.92平米,东 ,525,95594,房本满五年,简装,顶层(共6层),1980年建,春秀路,,-
东城,华普花园 ,171.2平米,,1098,64136,房本满五年,简装,低楼层(共22层),2001年建,华普花园,,-
东城,幸福家园三期 ,130.01平米,,808,62150,房本满五年,简装,低楼层(共12层),2005年建,幸福家园三期,,-
东城,左安漪园 ,121.9平米,南 ,1250,102544,房本满五年,精装,中楼层(共15层),2004年建,左安漪园,,-
东城,东直门内北小街8号院 ,59.04平米,东 ,630,106708,房本满五年,精装,中楼层(共13层),2003年建,东直门内北小街8号院,,-
东城,西革新里108号院 ,113.32平米,南 ,736,64949,房本满五年,简装,顶层(共6层),1996年建,西革新里108号院,,-
东城,富莱茵花园 ,147.91平米,西,990,66933,房本满五年,精装,中楼层(共21层),2001年建,富莱茵花园,,-
东城,左安浦园 ,102.39平米,,778,75984,房本满五年,精装,低楼层(共14层),2004年建,左安浦园,,-
东城,西营房 ,86.2平米,,781,90604,房本满五年,简装,中楼层(共17层),2006年建,西营房,,-
东城,悠胜美苑 ,104.69平米,,730,69730,房本满五年,精装,低楼层(共18层),2001年建,悠胜美苑,,-
东城,丽水湾畔家园 ,130平米,,1000,76924,房本满五年,精装,高楼层(共21层),2002年建,丽水湾畔家园,,-
东城,西革新里112号院 ,104.9平米,,735,70067,房本满五年,简装,中楼层(共19层),2001年建,西革新里112号院,,-
东城,绿景馨园 ,52.22平米,,565,108197,,精装,中楼层(共6层),2004年建,绿景馨园,,-
东城,太华公寓 ,102.98平米,东 ,920,89338,,精装,高楼层(共18层),2000年建,太华公寓,,-
东城,绿景苑 ,139.77平米,,1280,91580,,简装,高楼层(共18层),2002年建,绿景苑,,-
东城,灯市口大街 ,80.57平米,南 ,970,120393,,精装,低楼层(共12层),1990年建,灯市口大街,,-
东城,民安小区东扬威街 ,132.32平米,南 ,1250,94468,,简装,高楼层(共12层),2002年建,民安小区东扬威街,,-
东城,冠城名敦道 ,79.28平米,,460,58023,,简装,中楼层(共23层),2009年建,冠城名敦道,,-
东城,冠城名敦道 ,76.63平米,,430,56114,,简装,中楼层(共23层),2009年建,冠城名敦道,,-
东城,水上华城 ,106.23平米,西 ,1050,98843,,其他,低楼层(共23层),2005年建,水上华城,,-
东城,美惠大厦 ,191.39平米,南 ,1100,57475,房本满五年,毛坯,低楼层(共15层),1998年建,美惠大厦,,-
东城,本家润园三期 ,57.46平米,,560,97460,房本满五年,简装,顶层(共18层),2005年建,本家润园三期,,-
东城,青龙胡同 ,61.76平米,南 ,780,126296,房本满五年,精装,高楼层(共6层),1992年建,青龙胡同,,-
东城,冠城名敦道 ,61.7平米,西,530,85900,房本满五年,精装,中楼层(共23层),2009年建,冠城名敦道,,-
东城,北河沿大街 ,80.33平米,南 ,1000,124487,房本满五年,精装,高楼层(共6层),1987年建,北河沿大街,,-
东城,金鱼池中区 ,72.43平米,东 ,650,89742,房本满五年,简装,底层(共7层),2002年建,金鱼池中区,,-
东城,海晟名苑南区 ,141.45平米,东 ,1468,103783,房本满五年,精装,高楼层(共22层),2003年建,海晟名苑南区,,-
东城,史家胡同20号院 ,76.64平米,,899,117302,房本满五年,简装,中楼层(共5层),1980年建,史家胡同20号院,,-
东城,悠胜美苑 ,147.76平米,东,960,64971,房本满五年,简装,中楼层(共18层),2001年建,悠胜美苑,,-
东城,新景家园东区 ,83.25平米,南 ,950,114115,房本满五年,精装,中楼层(共16层),2005年建,新景家园东区,,-
东城,望陶园小区 ,96.68平米,东 ,608,62888,房本满五年,简装,顶层(共18层),1999年建,望陶园小区,,-
东城,禾风相府 ,163.83平米,南 ,2280,139169,房本满五年,精装,中楼层(共14层),2004年建,禾风相府,,-
东城,北新仓胡同 ,83.88平米,南 ,960,114450,房本满五年,简装,高楼层(共7层),2003年建,北新仓胡同,,-
东城,万国城MOMA ,152.66平米,西,1890,123805,房本满五年,简装,底层(共26层),2002年建,万国城MOMA,,-
东城,禾风相府 ,117.06平米,东,1500,128140,房本满五年,精装,中楼层(共14层),2004年建,禾风相府,,-
东城,华世隆国际公寓 ,252.31平米,南 ,1260,49939,房本满五年,简装,中楼层(共8层),2001年建,华世隆国际公寓,,-
东城,和平里三区 ,72.05平米,东 ,760,105483,房本满五年,精装,顶层(共6层),1996年建,和平里三区,,-
东城,万国城MOMA ,158.29平米,,1580,99817,房本满五年,精装,中楼层(共25层),2002年建,万国城MOMA,,-
东城,和平里七区 ,75.14平米,南 ,760,101145,房本满五年,简装,顶层(共6层),1989年建,和平里七区,,-
东城,左安浦园 ,82.29平米,东,568,69025,房本满五年,精装,底层(共18层),2004年建,左安浦园,,-
东城,北沟沿 ,72.62平米,南 ,960,132195,,精装,底层(共1层),1985年建,北沟沿,,-
东城,领行国际 ,123.44平米,南 ,900,72910,,毛坯,中楼层(共21层),2005年建,领行国际,,-
东城,地坛北里 ,159.05平米,东 ,1300,81736,,简装,底层(共5层),1985年建,地坛北里,,-
东城,东四西大街40号院 ,85.46平米,南 ,890,104143,,简装,中楼层(共5层),1958年建,东四西大街40号院,,-
东城,太华公寓 ,109.46平米,西,850,77654,,精装,低楼层(共18层),2000年建,太华公寓,,-
东城,北岗子街 ,67.18平米,东 ,500,74427,,简装,底层(共5层),1970年建,北岗子街,,-
东城,北京上舍 ,81.04平米,,610,75272,,精装,低楼层(共15层),2008年建,北京上舍,,-
东城,西营房 ,57.53平米,,550,95603,,简装,低楼层(共16层),2006年建,西营房,,-
东城,东门仓胡同甲3号院 ,54.31平米,南 ,700,128890,,其他,顶层(共6层),1988年建,东门仓胡同甲3号院,,-
东城,法华南里 ,46.84平米,西,435,92870,,精装,低楼层(共6层),1994年建,法华南里,,-
东城,东厂北巷3号院 ,69.29平米,东 ,840,121230,房本满五年,精装,底层(共6层),1986年建,东厂北巷3号院,,-
东城,北官厅胡同甲二号院 ,52.77平米,南 ,572,108395,房本满五年,精装,地下室(共6层),1993年建,北官厅胡同甲二号院,,-
东城,海运仓胡同3号院 ,80.37平米,东 ,925,115093,房本满五年,其他,底层(共5层),1986年建,海运仓胡同3号院,,-
东城,国瑞城西区 ,90.6平米,,815,89956,房本满五年,精装,顶层(共16层),2009年建,国瑞城西区,,-
东城,民安小区东直门北中街 ,68.46平米,南 西 ,825,120509,房本满五年,精装,中楼层(共5层),1985年建,民安小区东直门北中街,,-
东城,贡院九号 ,159.89平米,,1500,93815,房本满五年,精装,低楼层(共18层),2000年建,贡院九号,,-
东城,国瑞城东区 ,75.3平米,,665,88314,房本满五年,精装,高楼层(共16层),2006年建,国瑞城东区,,-
东城,龙潭北里四条 ,73.72平米,,636,86273,房本满五年,简装,中楼层(共5层),1979年建,龙潭北里四条,,-
东城,建予园 ,77.9平米,东 ,510,65469,房本满五年,毛坯,底层(共16层),2001年建,建予园,,-
东城,东后河沿 ,85.39平米,,850,99544,房本满五年,简装,低楼层(共16层),1999年建,东后河沿,,-
东城,幸福家园三期 ,89.81平米,东,950,105779,房本满五年,简装,低楼层(共18层),2005年建,幸福家园三期,,-
东城,富莱茵花园 ,68.62平米,南 ,418,60916,房本满五年,简装,底层(共6层),1995年建,富莱茵花园,,-
东城,灯市口西街 ,61.37平米,南 ,595,96953,房本满五年,简装,顶层(共6层),1989年建,灯市口西街,,-
东城,安化南里 ,59.19平米,南 ,599,101200,房本满五年,精装,底层(共6层),1980年建,安化南里,,-
东城,东华门大街 ,60.3平米,南 ,755,125208,房本满五年,简装,底层(共6层),1988年建,东华门大街,,-
东城,鼎盛园 ,64.32平米,,492,76493,房本满五年,精装,高楼层(共11层),2005年建,鼎盛园,,-
东城,西革新里112号院 ,91.06平米,东,600,65891,房本满五年,精装,高楼层(共19层),2001年建,西革新里112号院,,-
东城,望陶园小区 ,88.96平米,西,625,70257,房本满五年,精装,低楼层(共18层),2001年建,望陶园小区,,-
