区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,中海紫御公馆 ,91.22平米,南 ,940,103048,房本满五年,简装,中楼层(共19层),2010年建,中海紫御公馆,,-
东城,东营房九条 ,55.65平米,东,470,84457,房本满五年,简装,中楼层(共6层),1990年建,东营房九条,,-
东城,国瑞城中区 ,51.71平米,,525,101528,房本满五年,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,中海紫御公馆 ,90.15平米,,865,95952,房本满五年,精装,底层(共19层),2010年建,中海紫御公馆,,-
东城,花市枣苑一期 ,157.51平米,东,1650,104756,房本满五年,精装,中楼层(共18层),2002年建,花市枣苑一期,,-
东城,安外花园 ,59.61平米,南 ,595,99816,房本满五年,精装,中楼层(共5层),1986年建,安外花园,,-
东城,安乐林二条 ,57.84平米,南 ,385,66563,房本满五年,简装,高楼层(共6层),1990年建,安乐林二条,,-
东城,黄寺大街2号院 ,53.72平米,南 ,520,96799,房本满五年,简装,底层(共6层),1990年建,黄寺大街2号院,,-
东城,李村东里 ,38.74平米,,350,90346,房本满五年,简装,底层(共6层),1989年建,李村东里,,-
东城,西青年沟 ,51.88平米,南 ,522,100617,房本满五年,精装,高楼层(共6层),1987年建,西青年沟,,-
东城,建予园 ,83.75平米,,515,61493,房本满五年,简装,中楼层(共16层),2001年建,建予园,,-
东城,安外东河沿 ,55.78平米,,610,109359,房本满五年,简装,顶层(共9层),1985年建,安外东河沿,,-
东城,中海紫御公馆 ,61.66平米,东,590,95687,房本满五年,精装,中楼层(共22层),2010年建,中海紫御公馆,,-
东城,左安浦园 ,114.52平米,南 ,799,69770,房本满五年,简装,中楼层(共16层),2004年建,左安浦园,,-
东城,建国门北大街5号 ,156.82平米,,780,49739,房本满五年,精装,低楼层(共24层),2008年建,建国门北大街5号,,-
东城,西革新里108号院 ,93.09平米,南 ,579,62198,房本满五年,简装,低楼层(共6层),1996年建,西革新里108号院,,-
东城,桃园南街10号院 ,60.45平米,南 ,450,74442,房本满五年,精装,高楼层(共6层),1980年建,桃园南街10号院,,-
东城,金鱼池中区 ,140.78平米,南 ,770,54696,房本满五年,精装,底层(共5层),2002年建,金鱼池中区,,-
东城,和平里五区 ,55.12平米,南 ,650,117925,房本满五年,简装,高楼层(共6层),1996年建,和平里五区,,-
东城,朝阳门南小街 ,63.76平米,,670,105082,房本满五年,简装,中楼层(共16层),2004年建,朝阳门南小街,,-
东城,天天家园 ,66.55平米,西,450,67619,房本满五年,精装,中楼层(共11层),2002年建,天天家园,,-
东城,西革新里112号院 ,70.59平米,,420,59499,房本满五年,简装,中楼层(共19层),2001年建,西革新里112号院,,-
东城,天坛东里南区 ,50.94平米,东,430,84414,房本满五年,精装,低楼层(共12层),1991年建,天坛东里南区,,-
东城,绿景馨园 ,70.36平米,南 ,665,94514,房本满五年,精装,中楼层(共6层),2004年建,绿景馨园,,-
东城,甘水桥 ,74.62平米,东 南 ,690,92469,,精装,中楼层(共14层),1988年建,甘水桥,,-
东城,冠城名敦道 ,76.75平米,,420,54724,,简装,23层,2010年建,冠城名敦道,,-
东城,水上华城 ,81.62平米,,700,85764,,简装,中楼层(共23层),2005年建,水上华城,,-
东城,朝阳门北小街 ,118.79平米,南 ,1150,96810,,简装,顶层(共6层),2003年建,朝阳门北小街,,-
东城,灯市口西街 ,61.37平米,南 ,640,104286,,简装,底层(共6层),1989年建,灯市口西街,,-
东城,革新里24号院 ,65.5平米,东 ,386,58932,,简装,顶层(共6层),1994年建,革新里24号院,,-
东城,东四北大街 ,22.4平米,,380,169643,房本满五年,简装,底层(共1层),2016年建,东四北大街,,-
东城,龙潭北里六条 ,65.75平米,,515,78327,房本满五年,毛坯,顶层(共5层),1965年建,龙潭北里六条,,-
东城,永定门东街西里 ,50.37平米,南 ,400,79413,房本满五年,简装,中楼层(共4层),1976年建,永定门东街西里,,-
东城,新景家园东区 ,91.54平米,西 ,940,102688,房本满五年,精装,低楼层(共18层),2005年建,新景家园东区,,-
东城,建国门北大街5号 ,156.82平米,,770,49101,房本满五年,简装,低楼层(共24层),2008年建,建国门北大街5号,,-
东城,广渠家园 ,85.24平米,东,750,87987,房本满五年,简装,高楼层(共28层),2009年建,广渠家园,,-
东城,和平里七区 ,77.72平米,南 ,790,101647,房本满五年,精装,底层(共5层),1984年建,和平里七区,,-
东城,交道口北二条35号院 ,63.09平米,东 南 ,736,116659,房本满五年,精装,中楼层(共6层),1988年建,交道口北二条35号院,,-
东城,朝阳门北小街 ,63.68平米,东 ,695,109140,房本满五年,精装,高楼层(共6层),2003年建,朝阳门北小街,,-
东城,朝阳门北小街 ,115.04平米,南 ,1070,93012,房本满五年,简装,顶层(共6层),2003年建,朝阳门北小街,,-
东城,富贵园四区 ,130.53平米,南 ,1419,108711,房本满五年,精装,中楼层(共12层),2006年建,富贵园四区,,-
东城,革新南路2号院 ,73.12平米,南 ,470,64278,房本满五年,简装,中楼层(共21层),1980年建,革新南路2号院,,-
东城,建国门北大街 ,57.64平米,东,508,88134,房本满五年,精装,低楼层(共17层),1988年建,建国门北大街,,-
东城,朝阳门内大街 ,44.85平米,南 ,490,109254,房本满五年,精装,中楼层(共6层),1992年建,朝阳门内大街,,-
东城,兴隆都市馨园 ,29.7平米,,360,121213,房本满五年,简装,低楼层(共7层),2004年建,兴隆都市馨园,,-
东城,定安里 ,54.1平米,南 ,375,69317,房本满五年,精装,顶层(共6层),1990年建,定安里,,-
东城,民旺园 ,62.73平米,东 南 ,630,100431,房本满五年,简装,顶层(共6层),1988年建,民旺园,,-
东城,金桥国际 ,75.17平米,,528,70241,房本满五年,简装,高楼层(共27层),2004年建,金桥国际,,-
东城,新景家园东区 ,59.73平米,,595,99615,房本满五年,精装,高楼层(共17层),2004年建,新景家园东区,,-
东城,新永外文化用品商城 ,37.3平米,,317,84987,房本满五年,简装,中楼层(共15层),2006年建,新永外文化用品商城,,-
东城,东方银座 ,77.73平米,,625,80407,房本满五年,精装,中楼层(共26层),2003年建,东方银座,,-
东城,西营房 ,54.48平米,,480,88106,房本满五年,简装,中楼层(共19层),2006年建,西营房,,-
东城,新中西里 ,60.56平米,南 ,578,95443,房本满五年,简装,顶层(共5层),1985年建,新中西里,,-
东城,民旺园 ,56.2平米,,595,105872,房本满五年,简装,中楼层(共6层),1986年建,民旺园,,-
东城,青年湖东里 ,51.62平米,,479,92794,,简装,顶层(共5层),1980年建,青年湖东里,,-
东城,兴隆都市馨园 ,37.63平米,,380,100984,,精装,中楼层(共7层),2004年建,兴隆都市馨园,,-
东城,金桥国际 ,62.78平米,,516,82192,,精装,低楼层(共21层),2004年建,金桥国际,,-
东城,新景家园东区 ,77.76平米,南 ,780,100309,,精装,中楼层(共13层),2004年建,新景家园东区,,-
东城,交林 ,35.83平米,,470,131175,,简装,中楼层(共5层),板楼,交林,,-
东城,香河园北里 ,44.57平米,东 ,434,97375,,精装,中楼层(共14层),1986年建,香河园北里,,-
东城,青年湖东里 ,50.5平米,南 ,498,98614,房本满五年,简装,高楼层(共18层),1990年建,青年湖东里,,-
东城,富莱茵花园 ,63.06平米,,415,65811,房本满五年,精装,低楼层(共21层),1995年建,富莱茵花园,,-
东城,定安里 ,49.92平米,西,339,67909,房本满五年,简装,顶层(共6层),1979年建,定安里,,-
东城,华龙美晟 ,75.28平米,,510,67748,房本满五年,精装,中楼层(共12层),2009年建,华龙美晟,,-
东城,富贵园三区 ,81.4平米,东,635,78010,房本满五年,精装,低楼层(共18层),2002年建,富贵园三区,,-
东城,大方家胡同 ,166.07平米,南 ,1688,101644,房本满五年,精装,顶层(共9层),2003年建,大方家胡同,,-
东城,建予园 ,111.99平米,西,720,64292,房本满五年,精装,底层(共16层),2001年建,建予园,,-
东城,景泰西里西区 ,87.62平米,南 ,610,69619,房本满五年,精装,底层(共10层),2005年建,景泰西里西区,,-
东城,东花市北里东区 ,77.06平米,南 ,760,98625,房本满五年,精装,顶层(共5层),1992年建,东花市北里东区,,-
东城,东方银座 ,140.48平米,东,949,67555,房本满五年,精装,低楼层(共26层),2003年建,东方银座,,-
东城,东直门内大街 ,64.98平米,南 ,648,99723,房本满五年,简装,高楼层(共12层),2003年建,东直门内大街,,-
东城,外交部街 ,80.54平米,南 西 ,800,99330,房本满五年,精装,中楼层(共6层),1990年建,外交部街,,-
东城,本家润园一期 ,83.05平米,西,880,105961,房本满五年,精装,中楼层(共11层),2005年建,本家润园一期,,-
东城,南弓匠营胡同 ,67.85平米,南 ,835,123066,房本满五年,简装,中楼层(共6层),2003年建,南弓匠营胡同,,-
东城,新中西街 ,55.54平米,东 ,338,60858,房本满五年,精装,底层(共7层),1990年建,新中西街,,-
东城,国瑞城东区 ,70.14平米,东,630,89821,房本满五年,精装,低楼层(共16层),2006年建,国瑞城东区,,-
东城,东厂胡同 ,75.97平米,东 南 ,808,106358,房本满五年,简装,中楼层(共6层),1987年建,东厂胡同,,-
东城,史家胡同 ,36.44平米,,530,145445,房本满五年,简装,中楼层(共5层),1980年建,史家胡同,,-
东城,天天家园 ,72.91平米,东,446,61172,房本满五年,精装,中楼层(共11层),2002年建,天天家园,,-
东城,中海紫御公馆 ,61.54平米,东 ,599,97336,房本满五年,精装,中楼层(共22层),2010年建,中海紫御公馆,,-
东城,察慈小区 ,46.62平米,东 ,430,92236,,精装,中楼层(共12层),1990年建,察慈小区,,-
东城,东棉花胡同 ,54.32平米,南 ,608,111930,,简装,低楼层(共6层),1986年建,东棉花胡同,,-
东城,新景家园东区 ,73.39平米,南 ,699,95245,,精装,底层(共17层),2004年建,新景家园东区,,-
东城,国瑞城中区 ,57.06平米,,535,93761,,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,永铁苑 ,69.67平米,,430,61720,,精装,低楼层(共22层),2000年建,永铁苑,,-
东城,东环居苑 ,63.45平米,,504,79433,,精装,高楼层(共22层),2004年建,东环居苑,,-
东城,广渠家园 ,71.54平米,,576,80515,,精装,中楼层(共29层),2009年建,广渠家园,,-
东城,新永外文化用品商城 ,37.3平米,,295,79089,,简装,高楼层(共15层),2007年建,新永外文化用品商城,,-
东城,光明西里 ,40.92平米,南 ,420,102640,,简装,低楼层(共6层),1991年建,光明西里,,-
东城,海晟名苑北区 ,73.26平米,,700,95551,,精装,22层,2007年建,海晟名苑北区,,-
东城,兴化路11号院 ,59.08平米,东,540,91402,房本满五年,简装,低楼层(共12层),1983年建,兴化路11号院,,-
东城,安外花园 ,61.69平米,,582,94343,房本满五年,精装,顶层(共12层),1992年建,安外花园,,-
东城,新景家园东区 ,58.97平米,,579,98186,房本满五年,精装,中楼层(共16层),2004年建,新景家园东区,,-
东城,京城仁合 ,83.62平米,东,765,91486,房本满五年,精装,中楼层(共16层),2004年建,京城仁合,,-
东城,左安浦园 ,49.36平米,,393,79620,房本满五年,简装,中楼层(共16层),2004年建,左安浦园,,-
东城,绿景苑 ,134.03平米,南 西 ,1095,81699,房本满五年,简装,低楼层(共18层),2002年建,绿景苑,,-
东城,禾风相府 ,38.45平米,,455,118336,房本满五年,精装,中楼层(共14层),2004年建,禾风相府,,-
东城,安德路55号院 ,56.69平米,东 西 ,499,88023,房本满五年,精装,顶层(共3层),1958年建,安德路55号院,,-
东城,新景家园东区 ,59.68平米,,608,101877,房本满五年,精装,中楼层(共12层),2004年建,新景家园东区,,-
东城,演乐胡同 ,56.81平米,西,656,115473,房本满五年,简装,低楼层(共6层),1990年建,演乐胡同,,-
东城,豆瓣胡同 ,48.04平米,,680,141549,房本满五年,精装,中楼层(共10层),2003年建,豆瓣胡同,,-
东城,绿景馨园 ,70.68平米,南 ,678,95926,房本满五年,精装,中楼层(共6层),2004年建,绿景馨园,,-
东城,领行国际 ,147.96平米,西,1190,80428,,精装,高楼层(共21层),2005年建,领行国际,,-
东城,西青年沟 ,54.65平米,南 ,557,101922,,简装,高楼层(共6层),1987年建,西青年沟,,-
东城,小黄庄二区 ,72.39平米,南 北 ,710,98080,,简装,底层(共6层),1995年建,小黄庄二区,,-
东城,北京上舍 ,80.08平米,,600,74926,,精装,低楼层(共15层),2008年建,北京上舍,,-
东城,国瑞城西区 ,60.83平米,,534,87786,,精装,中楼层(共16层),2009年建,国瑞城西区,,-
东城,崇文门西大街 ,53.39平米,南 ,558,104514,,精装,中楼层(共13层),1979年建,崇文门西大街,,-
东城,东四十条甲34号院 ,61.02平米,东 ,555,90954,,精装,高楼层(共18层),1990年建,东四十条甲34号院,,-
东城,小黄庄一区 ,41.23平米,东 ,420,101868,,精装,顶层(共6层),1994年建,小黄庄一区,,-
东城,前门东大街 ,57.26平米,,539,94133,,精装,高楼层(共16层),1979年建,前门东大街,,-
东城,东四北大街 ,38.66平米,,430,111227,,简装,低楼层(共12层),1992年建,东四北大街,,-
东城,白桥苑 ,182.17平米,南 ,1410,77401,,简装,中楼层(共13层),2000年建,白桥苑,,-
东城,安德路47号院 ,56.67平米,南 ,542,95642,,精装,顶层(共5层),1980年建,安德路47号院,,-
东城,本家润园二期 ,33.17平米,,198,59693,,精装,顶层(共9层),2007年建,本家润园二期,,-
东城,定安里 ,54.1平米,南 ,415,76710,,简装,中楼层(共6层),1990年建,定安里,,-
东城,赵堂子胡同 ,46.79平米,,470,100449,,精装,低楼层(共6层),1988年建,赵堂子胡同,,-
东城,东直门北大街 ,61.39平米,南 ,580,94478,,精装,高楼层(共14层),1990年建,东直门北大街,,-
东城,小黄庄一区 ,89.26平米,南 ,880,98589,,简装,中楼层(共13层),1998年建,小黄庄一区,,-
东城,左安漪园 ,123.93平米,西 ,940,75850,,简装,低楼层(共15层),2004年建,左安漪园,,-
东城,水上华城 ,166.49平米,南 ,1550,93099,房本满五年,精装,低楼层(共23层),2005年建,水上华城,,-
东城,交道口北二条35号院 ,50.48平米,南 ,686,135896,房本满五年,精装,底层(共6层),1988年建,交道口北二条35号院,,-
东城,竹杆胡同 ,96.98平米,东 ,935,96412,房本满五年,精装,低楼层(共16层),2003年建,竹杆胡同,,-
东城,府上嘉园 ,100.02平米,,1150,114978,房本满五年,精装,低楼层(共11层),2008年建,府上嘉园,,-
东城,东四十条 ,113.66平米,东 南 ,1350,118776,房本满五年,精装,高楼层(共18层),1990年建,东四十条,,-
东城,禾风相府 ,46.24平米,,600,129758,房本满五年,精装,中楼层(共14层),2004年建,禾风相府,,-
东城,远洋德邑 ,110.95平米,东,945,85174,房本满五年,简装,高楼层(共22层),2002年建,远洋德邑,,-
东城,新景家园东区 ,89.47平米,,850,95004,房本满五年,简装,顶层(共17层),2004年建,新景家园东区,,-
东城,车辇店胡同 ,86.59平米,东 ,978,112947,房本满五年,简装,中楼层(共11层),2001年建,车辇店胡同,,-
东城,新景家园西区 ,116.52平米,东,1160,99554,房本满五年,精装,低楼层(共12层),2001年建,新景家园西区,,-
东城,金鱼池中区 ,89.78平米,东,725,80753,房本满五年,精装,中楼层(共7层),2002年建,金鱼池中区,,-
东城,北京上舍 ,81.62平米,,610,74737,房本满五年,精装,中楼层(共15层),2008年建,北京上舍,,-
东城,东中公寓 ,149.86平米,南 ,1250,83412,房本满五年,简装,低楼层(共12层),1997年建,东中公寓,,-
东城,富莱茵花园 ,86.5平米,南 西 ,575,66474,房本满五年,简装,中楼层(共6层),2000年建,富莱茵花园,,-
东城,华龙美晟 ,88.78平米,东 ,678,76369,房本满五年,精装,中楼层(共12层),2009年建,华龙美晟,,-
东城,府上嘉园 ,84.62平米,,1100,129993,房本满五年,精装,低楼层(共11层),2008年建,府上嘉园,,-
东城,东花市北里中区 ,47.72平米,,450,94301,房本满五年,简装,中楼层(共6层),1990年建,东花市北里中区,,-
东城,和平里七区 ,72.47平米,南 ,800,110391,房本满五年,其他,中楼层(共5层),1986年建,和平里七区,,-
东城,北新仓胡同 ,64.89平米,南 ,720,110958,房本满五年,简装,中楼层(共7层),2003年建,北新仓胡同,,-
东城,景泰东里 ,65.94平米,南 ,508,77040,,简装,中楼层(共6层),1994年建,景泰东里,,-
东城,上龙西里 ,120.97平米,西,1208,99860,,精装,中楼层(共18层),1996年建,上龙西里,,-
东城,安德里北街25号院 ,61.03平米,西,630,103228,,其他,低楼层(共17层),1990年建,安德里北街25号院,,-
东城,京禧阁 ,119.14平米,西,1166,97869,,精装,低楼层(共22层),2013年建,京禧阁,,-
东城,光明楼 ,62.61平米,南 ,510,81457,,简装,顶层(共4层),1960年建,光明楼,,-
东城,和平里五区 ,55.12平米,南 ,680,123368,,精装,中楼层(共6层),1996年建,和平里五区,,-
东城,北河沿大街 ,64.41平米,东 ,706,109611,,简装,中楼层(共6层),1989年建,北河沿大街,,-
东城,青年湖东里 ,55.96平米,南 ,570,101859,,简装,低楼层(共6层),1982年建,青年湖东里,,-
东城,民安小区东直门内北小街 ,74.56平米,东 ,748,100322,,精装,中楼层(共16层),2003年建,民安小区东直门内北小街,,-
东城,东方银座 ,79.74平米,,680,85278,,简装,高楼层(共26层),2003年建,东方银座,,-
东城,万国城MOMA ,59.11平米,,620,104890,,精装,低楼层(共27层),2004年建,万国城MOMA,,-
东城,天天家园 ,140.91平米,南 ,1100,78065,房本满五年,精装,高楼层(共10层),2003年建,天天家园,,-
东城,富贵园四区 ,153.52平米,南 ,1750,113992,房本满五年,精装,低楼层(共6层),2006年建,富贵园四区,,-
东城,东花市北里西区 ,181.72平米,南 ,1450,79794,房本满五年,简装,高楼层(共6层),1996年建,东花市北里西区,,-
东城,新怡家园 ,175.37平米,南 ,2099,119690,房本满五年,简装,高楼层(共13层),2006年建,新怡家园,,-
东城,胜古中路1号院 ,221.46平米,东 ,1260,56896,房本满五年,简装,低楼层(共14层),1998年建,胜古中路1号院,,-
东城,新世界中心 ,210.03平米,西,1200,57135,房本满五年,简装,高楼层(共16层),1995年建,新世界中心,,-
东城,培新街乙5号院 ,55.15平米,西,545,98822,房本满五年,精装,底层(共17层),1999年建,培新街乙5号院,,-
东城,宝钞苑 ,161.84平米,南 ,1790,110604,房本满五年,精装,高楼层(共7层),2001年建,宝钞苑,,-
东城,东交民巷13号院 ,118.16平米,南 ,1380,116791,房本满五年,简装,中楼层(共14层),1990年建,东交民巷13号院,,-
东城,富贵园一区 ,87.94平米,南 ,1198,136230,房本满五年,精装,底层(共10层),2003年建,富贵园一区,,-
东城,万国城MOMA ,303.61平米,东 南 ,3300,108693,房本满五年,精装,顶层(共26层),2005年建,万国城MOMA,,-
东城,桃杨路教师楼 ,128.68平米,南 ,784,60927,房本满五年,精装,顶层(共6层),1999年建,桃杨路教师楼,,-
东城,新世界家园 ,176.11平米,南 ,2350,133440,房本满五年,精装,高楼层(共9层),2004年建,新世界家园,,-
东城,朝阳首府 ,253.74平米,南 ,2630,103650,房本满五年,精装,顶层(共11层),2009年建,朝阳首府,,-
东城,新世界家园 ,172.78平米,南 ,1850,107073,房本满五年,精装,中楼层(共10层),2001年建,新世界家园,,-
东城,新世界家园 ,171.15平米,南 ,2000,116857,房本满五年,精装,低楼层(共10层),2001年建,新世界家园,,-
东城,安德里北街25号院 ,87.98平米,南 西,850,96613,房本满五年,精装,低楼层(共17层),1990年建,安德里北街25号院,,-
东城,富贵园一区 ,157.05平米,南 ,1750,111430,房本满五年,简装,高楼层(共12层),2004年建,富贵园一区,,-
东城,国瑞城中区 ,152.06平米,南 ,1440,94700,房本满五年,精装,低楼层(共16层),2006年建,国瑞城中区,,-
东城,夕照寺西里 ,56.04平米,东,483,86189,房本满五年,简装,低楼层(共6层),1980年建,夕照寺西里,,-
东城,小黄庄二区 ,58.53平米,南 ,555,94824,房本满五年,简装,中楼层(共6层),1994年建,小黄庄二区,,-
东城,永定门东街中里 ,49.52平米,南 ,410,82795,房本满五年,精装,中楼层(共4层),1973年建,永定门东街中里,,-
东城,朝阳首府 ,120.38平米,西,1120,93039,房本满五年,精装,中楼层(共15层),2009年建,朝阳首府,,-
东城,太华公寓 ,64.87平米,,485,74765,,精装,高楼层(共17层),2000年建,太华公寓,,-
东城,太华公寓 ,233.71平米,东,1500,64183,,精装,高楼层(共18层),2000年建,太华公寓,,-
东城,东方银座 ,80.76平米,,630,78009,,精装,中楼层(共26层),2003年建,东方银座,,-
东城,海晟名苑北区 ,73.32平米,,700,95472,,精装,22层,2007年建,海晟名苑北区,,-
东城,贡院九号 ,449.79平米,北 东 ,2999,66676,,精装,顶层(共18层),2000年建,贡院九号,,-
东城,左安浦园 ,85.66平米,,640,74714,,精装,低楼层(共16层),2004年建,左安浦园,,-
东城,花市枣苑二期 ,128.62平米,,1200,93299,,其他,中楼层(共19层),2004年建,花市枣苑二期,,-
东城,新裕家园 ,103.27平米,南 ,1100,106517,房本满五年,精装,中楼层(共15层),2004年建,新裕家园,,-
东城,化工大院 ,113.05平米,南 ,1200,106148,房本满五年,精装,顶层(共4层),1970年建,化工大院,,-
东城,天坛路 ,63.59平米,,515,80988,房本满五年,简装,中楼层(共5层),1991年建,天坛路,,-
东城,东花市北里东区 ,75.12平米,南 ,780,103834,房本满五年,精装,中楼层(共5层),1991年建,东花市北里东区,,-
东城,贡院六号 ,123.71平米,东,1230,99427,房本满五年,精装,高楼层(共23层),2002年建,贡院六号,,-
东城,新景家园东区 ,106.87平米,南 ,1090,101994,房本满五年,精装,中楼层(共12层),2008年建,新景家园东区,,-
东城,雍和家园二期 ,167.94平米,,1100,65500,房本满五年,简装,中楼层(共6层),2005年建,雍和家园二期,,-
东城,瑞士公寓 ,119.77平米,,1180,98523,房本满五年,精装,中楼层(共16层),2007年建,瑞士公寓,,-
东城,和平新城一期 ,112.26平米,南 ,1080,96206,房本满五年,精装,中楼层(共19层),2003年建,和平新城一期,,-
东城,南竹杆胡同 ,88.71平米,南 ,935,105400,房本满五年,简装,中楼层(共16层),2003年建,南竹杆胡同,,-
东城,培新街乙5号院 ,69.03平米,东 ,650,94162,房本满五年,简装,高楼层(共16层),1999年建,培新街乙5号院,,-
东城,大方家胡同 ,85.86平米,,927,107967,房本满五年,简装,中楼层(共9层),2003年建,大方家胡同,,-
东城,湖景苑 ,129.84平米,东 ,1120,86261,房本满五年,简装,高楼层(共8层),1999年建,湖景苑,,-
东城,新景家园东区 ,94.64平米,东 ,980,103551,房本满五年,简装,高楼层(共17层),2004年建,新景家园东区,,-
东城,东总布胡同19号院 ,78.44平米,西,700,89241,房本满五年,精装,高楼层(共6层),1992年建,东总布胡同19号院,,-
东城,长安太和 ,143.76平米,,1450,100863,房本满五年,精装,高楼层(共24层),2012年建,长安太和,,-
东城,天天家园 ,151.93平米,东,970,63846,房本满五年,简装,中楼层(共11层),2002年建,天天家园,,-
东城,东环居苑 ,96.34平米,西,856,88852,房本满五年,简装,低楼层(共22层),2004年建,东环居苑,,-
东城,万国城MOMA ,125.99平米,西,1490,118264,房本满五年,精装,高楼层(共27层),2004年建,万国城MOMA,,-
东城,天娇园 ,91.28平米,,870,95312,房本满五年,简装,中楼层(共11层),2008年建,天娇园,,-
东城,凯景铭座 ,156.2平米,东,1260,80666,,精装,高楼层(共19层),2001年建,凯景铭座,,-
东城,新世界家园 ,129.61平米,东 ,1350,104159,,精装,中楼层(共12层),2004年建,新世界家园,,-
东城,宝润苑 ,210.72平米,,1350,64067,,简装,低楼层(共14层),1999年建,宝润苑,,-
东城,富贵园三区 ,104.1平米,东 西 ,900,86456,,精装,低楼层(共18层),2002年建,富贵园三区,,-
东城,培新街乙5号院 ,130.45平米,南 ,1180,90457,,精装,高楼层(共16层),1999年建,培新街乙5号院,,-
东城,国瑞城东区 ,157.91平米,南 ,1570,99424,,精装,中楼层(共16层),2006年建,国瑞城东区,,-
东城,体育馆路13号 ,99.25平米,南 ,898,90479,,精装,低楼层(共7层),1996年建,体育馆路13号,,-
东城,丽水湾畔家园 ,146.77平米,东,1220,83124,,精装,中楼层(共21层),2002年建,丽水湾畔家园,,-
东城,菊儿胡同 ,113.08平米,南 ,1300,114963,,简装,中楼层(共4层),1990年建,菊儿胡同,,-
东城,长青园 ,84.49平米,南 ,620,73382,,精装,底层(共6层),1995年建,长青园,,-
东城,水上华城 ,113.11平米,南 ,1150,101671,房本满五年,精装,低楼层(共23层),2005年建,水上华城,,-
东城,北官厅胡同甲二号院 ,57.5平米,南 ,625,108696,房本满五年,简装,高楼层(共6层),1993年建,北官厅胡同甲二号院,,-
东城,民旺园 ,65.35平米,东 西 ,710,108646,房本满五年,简装,低楼层(共16层),1993年建,民旺园,,-
东城,花市枣苑三期 ,93.43平米,西,880,94189,房本满五年,精装,中楼层(共18层),2005年建,花市枣苑三期,,-
东城,冠城名敦道 ,179.31平米,南 ,1649,91964,房本满五年,精装,高楼层(共27层),2009年建,冠城名敦道,,-
东城,金桥国际 ,62.78平米,,523,83307,房本满五年,简装,低楼层(共19层),2004年建,金桥国际,,-
东城,北新桥三条64号院 ,62.3平米,西,618,99198,房本满五年,简装,中楼层(共6层),1985年建,北新桥三条64号院,,-
东城,国瑞城中区 ,211.42平米,南 ,2200,104059,房本满五年,精装,低楼层(共15层),2006年建,国瑞城中区,,-
东城,天天家园 ,192.91平米,南 ,1799,93256,房本满五年,其他,低楼层(共9层),2003年建,天天家园,,-
东城,民安小区东直门内北小街 ,142.18平米,,1200,84401,房本满五年,简装,高楼层(共16层),2003年建,民安小区东直门内北小街,,-
东城,朝阳门南小街 ,85平米,南 ,1080,127059,房本满五年,精装,10层,2004年建,朝阳门南小街,,-
东城,骑河楼大街 ,93.16平米,东 ,1030,110563,房本满五年,简装,中楼层(共6层),1987年建,骑河楼大街,,-
东城,培新街乙5号院 ,135.98平米,南 ,1350,99280,房本满五年,简装,低楼层(共16层),1999年建,培新街乙5号院,,-
东城,水上华城 ,145.47平米,东,1420,97615,房本满五年,精装,顶层(共23层),2006年建,水上华城,,-
东城,东花市北里西区 ,173.4平米,南 ,1600,92273,房本满五年,其他,低楼层(共9层),1996年建,东花市北里西区,,-
东城,雅宝公寓 ,300.85平米,南 ,2500,83098,房本满五年,其他,高楼层(共7层),1999年建,雅宝公寓,,-
东城,新世界中心 ,197.69平米,东,1100,55643,房本满五年,简装,高楼层(共16层),1995年建,新世界中心,,-
东城,左安浦园 ,127.01平米,东,955,75191,房本满五年,简装,高楼层(共16层),2004年建,左安浦园,,-
东城,中海紫御公馆 ,91.85平米,,990,107785,房本满五年,精装,高楼层(共22层),2010年建,中海紫御公馆,,-
东城,冠城名敦道 ,83.24平米,东,580,69679,房本满五年,简装,中楼层(共23层),2009年建,冠城名敦道,,-
东城,郭庄北里 ,103.84平米,南 ,720,69338,房本满五年,精装,中楼层(共5层),1994年建,郭庄北里,,-
东城,抽屉胡同 ,58.15平米,,550,94583,房本满五年,简装,低楼层(共7层),1980年建,抽屉胡同,,-
东城,怡龙别墅 ,142.29平米,南 ,1350,94877,房本满五年,精装,上叠(共4层),1996年建,怡龙别墅,,-
东城,崇文门东大街 ,91.84平米,南 ,800,87109,房本满五年,简装,底层(共17层),1980年建,崇文门东大街,,-
东城,崇文门东大街 ,78.25平米,,700,89457,房本满五年,简装,底层(共17层),1980年建,崇文门东大街,,-
东城,朝阳门南小街 ,103.37平米,东 ,1239,119861,房本满五年,精装,低楼层(共9层),2004年建,朝阳门南小街,,-
东城,海晟名苑南区 ,131.79平米,南 ,1490,113059,房本满五年,精装,22层,2004年建,海晟名苑南区,,-
东城,南岗子 ,53.19平米,南 ,516,97011,,精装,底层(共6层),1988年建,南岗子,,-
东城,悠胜美苑 ,128.32平米,南 ,750,58448,,毛坯,低楼层(共12层),2011年建,悠胜美苑,,-
东城,安乐林二条 ,57.84平米,南 ,389,67255,,简装,底层(共6层),1990年建,安乐林二条,,-
东城,小黄庄一区 ,118.04平米,南 ,1050,88953,房本满五年,简装,顶层(共13层),1998年建,小黄庄一区,,-
东城,清水苑 ,84.16平米,东 南 ,800,95058,房本满五年,精装,顶层(共6层),1995年建,清水苑,,-
